record_id,region,period,product,revenue,unit,scope,status
R08-202411-B,区域08,2024-11,试点业务,12,万元,合并经营收入,synthetic
R08-202412-A,区域08,2024-12,核心业务,152,万元,合并经营收入,synthetic
R08-202412-B,区域08,2024-12,试点业务,12,万元,合并经营收入,synthetic
R08-202501-A,区域08,2025-01,核心业务,115,万元,合并经营收入,synthetic
R08-202501-B,区域08,2025-01,试点业务,12,万元,合并经营收入,synthetic
R08-202502-A,区域08,2025-02,核心业务,118,万元,合并经营收入,synthetic
R08-202502-B,区域08,2025-02,试点业务,12,万元,合并经营收入,synthetic
R08-202503-A,区域08,2025-03,核心业务,121,万元,合并经营收入,synthetic
R08-202503-B,区域08,2025-03,试点业务,13,万元,合并经营收入,synthetic
R08-202504-A,区域08,2025-04,核心业务,124,万元,合并经营收入,synthetic
R08-202504-B,区域08,2025-04,试点业务,13,万元,合并经营收入,synthetic
R08-202505-A,区域08,2025-05,核心业务,126,万元,合并经营收入,synthetic
R08-202505-B,区域08,2025-05,试点业务,13,万元,合并经营收入,synthetic
R08-202506-A,区域08,2025-06,核心业务,129,万元,合并经营收入,synthetic
R08-202506-B,区域08,2025-06,试点业务,13,万元,合并经营收入,synthetic
R08-202507-A,区域08,2025-07,核心业务,132,万元,合并经营收入,synthetic
R08-202507-B,区域08,2025-07,试点业务,14,万元,合并经营收入,synthetic
R08-202508-A,区域08,2025-08,核心业务,135,万元,合并经营收入,synthetic
R08-202508-B,区域08,2025-08,试点业务,14,万元,合并经营收入,synthetic
R08-202509-A,区域08,2025-09,核心业务,138,万元,合并经营收入,synthetic
R08-202509-B,区域08,2025-09,试点业务,14,万元,合并经营收入,synthetic
R08-202510-A,区域08,2025-10,核心业务,141,万元,合并经营收入,synthetic
R08-202510-B,区域08,2025-10,试点业务,15,万元,合并经营收入,synthetic
R08-202511-A,区域08,2025-11,核心业务,144,万元,合并经营收入,synthetic
R08-202511-B,区域08,2025-11,试点业务,15,万元,合并经营收入,synthetic
R08-202512-A,区域08,2025-12,核心业务,147,万元,合并经营收入,synthetic
R08-202512-B,区域08,2025-12,试点业务,15,万元,合并经营收入,synthetic
R09-202401-A,区域09,2024-01,核心业务,126,万元,合并经营收入,synthetic
R09-202401-B,区域09,2024-01,试点业务,10,万元,合并经营收入,synthetic
R09-202402-A,区域09,2024-02,核心业务,129,万元,合并经营收入,synthetic
R09-202402-B,区域09,2024-02,试点业务,10,万元,合并经营收入,synthetic
R09-202403-A,区域09,2024-03,核心业务,132,万元,合并经营收入,synthetic
R09-202403-B,区域09,2024-03,试点业务,11,万元,合并经营收入,synthetic
R09-202404-A,区域09,2024-04,核心业务,135,万元,合并经营收入,synthetic
R09-202404-B,区域09,2024-04,试点业务,11,万元,合并经营收入,synthetic
R09-202405-A,区域09,2024-05,核心业务,138,万元,合并经营收入,synthetic
R09-202405-B,区域09,2024-05,试点业务,11,万元,合并经营收入,synthetic
R09-202406-A,区域09,2024-06,核心业务,141,万元,合并经营收入,synthetic
R09-202406-B,区域09,2024-06,试点业务,11,万元,合并经营收入,synthetic
R09-202407-A,区域09,2024-07,核心业务,144,万元,合并经营收入,synthetic
R09-202407-B,区域09,2024-07,试点业务,12,万元,合并经营收入,synthetic
R09-202408-A,区域09,2024-08,核心业务,147,万元,合并经营收入,synthetic
R09-202408-B,区域09,2024-08,试点业务,12,万元,合并经营收入,synthetic
R09-202409-A,区域09,2024-09,核心业务,150,万元,合并经营收入,synthetic
R09-202409-B,区域09,2024-09,试点业务,12,万元,合并经营收入,synthetic
R09-202410-A,区域09,2024-10,核心业务,153,万元,合并经营收入,synthetic
R09-202410-B,区域09,2024-10,试点业务,12,万元,合并经营收入,synthetic
R09-202411-A,区域09,2024-11,核心业务,156,万元,合并经营收入,synthetic
R09-202411-B,区域09,2024-11,试点业务,12,万元,合并经营收入,synthetic
R09-202412-A,区域09,2024-12,核心业务,159,万元,合并经营收入,synthetic
R09-202412-B,区域09,2024-12,试点业务,13,万元,合并经营收入,synthetic
R09-202501-A,区域09,2025-01,核心业务,126,万元,合并经营收入,synthetic
R09-202501-B,区域09,2025-01,试点业务,13,万元,合并经营收入,synthetic
R09-202502-A,区域09,2025-02,核心业务,129,万元,合并经营收入,synthetic
R09-202502-B,区域09,2025-02,试点业务,13,万元,合并经营收入,synthetic
R09-202503-A,区域09,2025-03,核心业务,132,万元,合并经营收入,synthetic
R09-202503-B,区域09,2025-03,试点业务,13,万元,合并经营收入,synthetic
R09-202504-A,区域09,2025-04,核心业务,135,万元,合并经营收入,synthetic
R09-202504-B,区域09,2025-04,试点业务,14,万元,合并经营收入,synthetic
R09-202505-A,区域09,2025-05,核心业务,138,万元,合并经营收入,synthetic
R09-202505-B,区域09,2025-05,试点业务,14,万元,合并经营收入,synthetic
R09-202506-A,区域09,2025-06,核心业务,141,万元,合并经营收入,synthetic
R09-202506-B,区域09,2025-06,试点业务,14,万元,合并经营收入,synthetic
R09-202507-A,区域09,2025-07,核心业务,144,万元,合并经营收入,synthetic
R09-202507-B,区域09,2025-07,试点业务,14,万元,合并经营收入,synthetic
R09-202508-A,区域09,2025-08,核心业务,147,万元,合并经营收入,synthetic
R09-202508-B,区域09,2025-08,试点业务,15,万元,合并经营收入,synthetic
R09-202509-A,区域09,2025-09,核心业务,150,万元,合并经营收入,synthetic
R09-202509-B,区域09,2025-09,试点业务,15,万元,合并经营收入,synthetic
R09-202510-A,区域09,2025-10,核心业务,153,万元,合并经营收入,synthetic
R09-202510-B,区域09,2025-10,试点业务,15,万元,合并经营收入,synthetic
R09-202511-A,区域09,2025-11,核心业务,156,万元,合并经营收入,synthetic
R09-202511-B,区域09,2025-11,试点业务,16,万元,合并经营收入,synthetic
R09-202512-A,区域09,2025-12,核心业务,159,万元,合并经营收入,synthetic
R09-202512-B,区域09,2025-12,试点业务,16,万元,合并经营收入,synthetic
R10-202401-A,区域10,2024-01,核心业务,133,万元,合并经营收入,synthetic
R10-202401-B,区域10,2024-01,试点业务,11,万元,合并经营收入,synthetic
R10-202402-A,区域10,2024-02,核心业务,136,万元,合并经营收入,synthetic
R10-202402-B,区域10,2024-02,试点业务,11,万元,合并经营收入,synthetic
R10-202403-A,区域10,2024-03,核心业务,139,万元,合并经营收入,synthetic
R10-202403-B,区域10,2024-03,试点业务,11,万元,合并经营收入,synthetic
R10-202404-A,区域10,2024-04,核心业务,142,万元,合并经营收入,synthetic
R10-202404-B,区域10,2024-04,试点业务,11,万元,合并经营收入,synthetic
R10-202405-A,区域10,2024-05,核心业务,145,万元,合并经营收入,synthetic
R10-202405-B,区域10,2024-05,试点业务,12,万元,合并经营收入,synthetic
R10-202406-A,区域10,2024-06,核心业务,148,万元,合并经营收入,synthetic
R10-202406-B,区域10,2024-06,试点业务,12,万元,合并经营收入,synthetic
R10-202407-A,区域10,2024-07,核心业务,151,万元,合并经营收入,synthetic
R10-202407-B,区域10,2024-07,试点业务,12,万元,合并经营收入,synthetic
R10-202408-A,区域10,2024-08,核心业务,154,万元,合并经营收入,synthetic
R10-202408-B,区域10,2024-08,试点业务,12,万元,合并经营收入,synthetic
R10-202409-A,区域10,2024-09,核心业务,157,万元,合并经营收入,synthetic
R10-202409-B,区域10,2024-09,试点业务,13,万元,合并经营收入,synthetic
R10-202410-A,区域10,2024-10,核心业务,160,万元,合并经营收入,synthetic
R10-202410-B,区域10,2024-10,试点业务,13,万元,合并经营收入,synthetic
R10-202411-A,区域10,2024-11,核心业务,163,万元,合并经营收入,synthetic
R10-202411-B,区域10,2024-11,试点业务,13,万元,合并经营收入,synthetic
R10-202412-A,区域10,2024-12,核心业务,166,万元,合并经营收入,synthetic
R10-202412-B,区域10,2024-12,试点业务,13,万元,合并经营收入,synthetic
R10-202501-A,区域10,2025-01,核心业务,138,万元,合并经营收入,synthetic
R10-202501-B,区域10,2025-01,试点业务,13,万元,合并经营收入,synthetic
R10-202502-A,区域10,2025-02,核心业务,141,万元,合并经营收入,synthetic
R10-202502-B,区域10,2025-02,试点业务,14,万元,合并经营收入,synthetic
R10-202503-A,区域10,2025-03,核心业务,144,万元,合并经营收入,synthetic
R10-202503-B,区域10,2025-03,试点业务,14,万元,合并经营收入,synthetic
R10-202504-A,区域10,2025-04,核心业务,147,万元,合并经营收入,synthetic
R10-202504-B,区域10,2025-04,试点业务,14,万元,合并经营收入,synthetic
R10-202505-A,区域10,2025-05,核心业务,150,万元,合并经营收入,synthetic
R10-202505-B,区域10,2025-05,试点业务,15,万元,合并经营收入,synthetic
R10-202506-A,区域10,2025-06,核心业务,153,万元,合并经营收入,synthetic
R10-202506-B,区域10,2025-06,试点业务,15,万元,合并经营收入,synthetic
R10-202507-A,区域10,2025-07,核心业务,156,万元,合并经营收入,synthetic
R10-202507-B,区域10,2025-07,试点业务,15,万元,合并经营收入,synthetic
R10-202508-A,区域10,2025-08,核心业务,159,万元,合并经营收入,synthetic
R10-202508-B,区域10,2025-08,试点业务,15,万元,合并经营收入,synthetic
R10-202509-A,区域10,2025-09,核心业务,162,万元,合并经营收入,synthetic
R10-202509-B,区域10,2025-09,试点业务,16,万元,合并经营收入,synthetic
R10-202510-A,区域10,2025-10,核心业务,166,万元,合并经营收入,synthetic
R10-202510-B,区域10,2025-10,试点业务,16,万元,合并经营收入,synthetic
R10-202511-A,区域10,2025-11,核心业务,169,万元,合并经营收入,synthetic
R10-202511-B,区域10,2025-11,试点业务,16,万元,合并经营收入,synthetic
R10-202512-A,区域10,2025-12,核心业务,172,万元,合并经营收入,synthetic
R10-202512-B,区域10,2025-12,试点业务,17,万元,合并经营收入,synthetic
R11-202401-A,区域11,2024-01,核心业务,140,万元,合并经营收入,synthetic
R11-202401-B,区域11,2024-01,试点业务,11,万元,合并经营收入,synthetic
R11-202402-A,区域11,2024-02,核心业务,143,万元,合并经营收入,synthetic
R11-202402-B,区域11,2024-02,试点业务,11,万元,合并经营收入,synthetic
R11-202403-A,区域11,2024-03,核心业务,146,万元,合并经营收入,synthetic
R11-202403-B,区域11,2024-03,试点业务,12,万元,合并经营收入,synthetic
R11-202404-A,区域11,2024-04,核心业务,149,万元,合并经营收入,synthetic
R11-202404-B,区域11,2024-04,试点业务,12,万元,合并经营收入,synthetic
R11-202405-A,区域11,2024-05,核心业务,152,万元,合并经营收入,synthetic
R11-202405-B,区域11,2024-05,试点业务,12,万元,合并经营收入,synthetic
R11-202406-A,区域11,2024-06,核心业务,155,万元,合并经营收入,synthetic
R11-202406-B,区域11,2024-06,试点业务,12,万元,合并经营收入,synthetic
R11-202407-A,区域11,2024-07,核心业务,158,万元,合并经营收入,synthetic
R11-202407-B,区域11,2024-07,试点业务,13,万元,合并经营收入,synthetic
R11-202408-A,区域11,2024-08,核心业务,161,万元,合并经营收入,synthetic
R11-202408-B,区域11,2024-08,试点业务,13,万元,合并经营收入,synthetic
R11-202409-A,区域11,2024-09,核心业务,164,万元,合并经营收入,synthetic
R11-202409-B,区域11,2024-09,试点业务,13,万元,合并经营收入,synthetic
R11-202410-A,区域11,2024-10,核心业务,167,万元,合并经营收入,synthetic
R11-202410-B,区域11,2024-10,试点业务,13,万元,合并经营收入,synthetic
R11-202411-A,区域11,2024-11,核心业务,170,万元,合并经营收入,synthetic
R11-202411-B,区域11,2024-11,试点业务,14,万元,合并经营收入,synthetic
R11-202412-A,区域11,2024-12,核心业务,173,万元,合并经营收入,synthetic
R11-202412-B,区域11,2024-12,试点业务,14,万元,合并经营收入,synthetic
R11-202501-A,区域11,2025-01,核心业务,150,万元,合并经营收入,synthetic
R11-202501-B,区域11,2025-01,试点业务,14,万元,合并经营收入,synthetic
R11-202502-A,区域11,2025-02,核心业务,153,万元,合并经营收入,synthetic
R11-202502-B,区域11,2025-02,试点业务,14,万元,合并经营收入,synthetic
R11-202503-A,区域11,2025-03,核心业务,156,万元,合并经营收入,synthetic
R11-202503-B,区域11,2025-03,试点业务,15,万元,合并经营收入,synthetic
R11-202504-A,区域11,2025-04,核心业务,159,万元,合并经营收入,synthetic
R11-202504-B,区域11,2025-04,试点业务,15,万元,合并经营收入,synthetic
R11-202505-A,区域11,2025-05,核心业务,163,万元,合并经营收入,synthetic
R11-202505-B,区域11,2025-05,试点业务,15,万元,合并经营收入,synthetic
R11-202506-A,区域11,2025-06,核心业务,166,万元,合并经营收入,synthetic
R11-202506-B,区域11,2025-06,试点业务,16,万元,合并经营收入,synthetic
R11-202507-A,区域11,2025-07,核心业务,169,万元,合并经营收入,synthetic
R11-202507-B,区域11,2025-07,试点业务,16,万元,合并经营收入,synthetic
R11-202508-A,区域11,2025-08,核心业务,172,万元,合并经营收入,synthetic
R11-202508-B,区域11,2025-08,试点业务,16,万元,合并经营收入,synthetic
R11-202509-A,区域11,2025-09,核心业务,175,万元,合并经营收入,synthetic
R11-202509-B,区域11,2025-09,试点业务,16,万元,合并经营收入,synthetic
R11-202510-A,区域11,2025-10,核心业务,179,万元,合并经营收入,synthetic
R11-202510-B,区域11,2025-10,试点业务,17,万元,合并经营收入,synthetic
R11-202511-A,区域11,2025-11,核心业务,182,万元,合并经营收入,synthetic
R11-202511-B,区域11,2025-11,试点业务,17,万元,合并经营收入,synthetic
R11-202512-A,区域11,2025-12,核心业务,185,万元,合并经营收入,synthetic
R11-202512-B,区域11,2025-12,试点业务,17,万元,合并经营收入,synthetic
R12-202401-A,区域12,2024-01,核心业务,147,万元,合并经营收入,synthetic
R12-202401-B,区域12,2024-01,试点业务,12,万元,合并经营收入,synthetic
R12-202402-A,区域12,2024-02,核心业务,150,万元,合并经营收入,synthetic
R12-202402-B,区域12,2024-02,试点业务,12,万元,合并经营收入,synthetic
R12-202403-A,区域12,2024-03,核心业务,153,万元,合并经营收入,synthetic
R12-202403-B,区域12,2024-03,试点业务,12,万元,合并经营收入,synthetic
R12-202404-A,区域12,2024-04,核心业务,156,万元,合并经营收入,synthetic
R12-202404-B,区域12,2024-04,试点业务,12,万元,合并经营收入,synthetic
R12-202405-A,区域12,2024-05,核心业务,159,万元,合并经营收入,synthetic
R12-202405-B,区域12,2024-05,试点业务,13,万元,合并经营收入,synthetic
R12-202406-A,区域12,2024-06,核心业务,162,万元,合并经营收入,synthetic
R12-202406-B,区域12,2024-06,试点业务,13,万元,合并经营收入,synthetic
R12-202407-A,区域12,2024-07,核心业务,165,万元,合并经营收入,synthetic
R12-202407-B,区域12,2024-07,试点业务,13,万元,合并经营收入,synthetic
R12-202408-A,区域12,2024-08,核心业务,168,万元,合并经营收入,synthetic
R12-202408-B,区域12,2024-08,试点业务,13,万元,合并经营收入,synthetic
R12-202409-A,区域12,2024-09,核心业务,171,万元,合并经营收入,synthetic
R12-202409-B,区域12,2024-09,试点业务,14,万元,合并经营收入,synthetic
R12-202410-A,区域12,2024-10,核心业务,174,万元,合并经营收入,synthetic
R12-202410-B,区域12,2024-10,试点业务,14,万元,合并经营收入,synthetic
R12-202411-A,区域12,2024-11,核心业务,177,万元,合并经营收入,synthetic
R12-202411-B,区域12,2024-11,试点业务,14,万元,合并经营收入,synthetic
R12-202412-A,区域12,2024-12,核心业务,180,万元,合并经营收入,synthetic
R12-202412-B,区域12,2024-12,试点业务,14,万元,合并经营收入,synthetic
R12-202501-A,区域12,2025-01,核心业务,162,万元,合并经营收入,synthetic
R12-202501-B,区域12,2025-01,试点业务,15,万元,合并经营收入,synthetic
R12-202502-A,区域12,2025-02,核心业务,166,万元,合并经营收入,synthetic
R12-202502-B,区域12,2025-02,试点业务,15,万元,合并经营收入,synthetic
R12-202503-A,区域12,2025-03,核心业务,169,万元,合并经营收入,synthetic
R12-202503-B,区域12,2025-03,试点业务,15,万元,合并经营收入,synthetic
R12-202504-A,区域12,2025-04,核心业务,172,万元,合并经营收入,synthetic
R12-202504-B,区域12,2025-04,试点业务,16,万元,合并经营收入,synthetic
R12-202505-A,区域12,2025-05,核心业务,176,万元,合并经营收入,synthetic
R12-202505-B,区域12,2025-05,试点业务,16,万元,合并经营收入,synthetic
R12-202506-A,区域12,2025-06,核心业务,179,万元,合并经营收入,synthetic
R12-202506-B,区域12,2025-06,试点业务,16,万元,合并经营收入,synthetic
R12-202507-A,区域12,2025-07,核心业务,182,万元,合并经营收入,synthetic
R12-202507-B,区域12,2025-07,试点业务,17,万元,合并经营收入,synthetic
R12-202508-A,区域12,2025-08,核心业务,186,万元,合并经营收入,synthetic
R12-202508-B,区域12,2025-08,试点业务,17,万元,合并经营收入,synthetic
R12-202509-A,区域12,2025-09,核心业务,189,万元,合并经营收入,synthetic
R12-202509-B,区域12,2025-09,试点业务,17,万元,合并经营收入,synthetic
R12-202510-A,区域12,2025-10,核心业务,192,万元,合并经营收入,synthetic
R12-202510-B,区域12,2025-10,试点业务,17,万元,合并经营收入,synthetic
R12-202511-A,区域12,2025-11,核心业务,196,万元,合并经营收入,synthetic
R12-202511-B,区域12,2025-11,试点业务,18,万元,合并经营收入,synthetic
R12-202512-A,区域12,2025-12,核心业务,199,万元,合并经营收入,synthetic
R12-202512-B,区域12,2025-12,试点业务,18,万元,合并经营收入,synthetic
R13-202401-A,区域13,2024-01,核心业务,154,万元,合并经营收入,synthetic
R13-202401-B,区域13,2024-01,试点业务,12,万元,合并经营收入,synthetic
R13-202402-A,区域13,2024-02,核心业务,157,万元,合并经营收入,synthetic
R13-202402-B,区域13,2024-02,试点业务,13,万元,合并经营收入,synthetic
R13-202403-A,区域13,2024-03,核心业务,160,万元,合并经营收入,synthetic
R13-202403-B,区域13,2024-03,试点业务,13,万元,合并经营收入,synthetic
R13-202404-A,区域13,2024-04,核心业务,163,万元,合并经营收入,synthetic
R13-202404-B,区域13,2024-04,试点业务,13,万元,合并经营收入,synthetic
R13-202405-A,区域13,2024-05,核心业务,166,万元,合并经营收入,synthetic
R13-202405-B,区域13,2024-05,试点业务,13,万元,合并经营收入,synthetic
R13-202406-A,区域13,2024-06,核心业务,169,万元,合并经营收入,synthetic
R13-202406-B,区域13,2024-06,试点业务,14,万元,合并经营收入,synthetic
R13-202407-A,区域13,2024-07,核心业务,172,万元,合并经营收入,synthetic
R13-202407-B,区域13,2024-07,试点业务,14,万元,合并经营收入,synthetic
R13-202408-A,区域13,2024-08,核心业务,175,万元,合并经营收入,synthetic
R13-202408-B,区域13,2024-08,试点业务,14,万元,合并经营收入,synthetic
R13-202409-A,区域13,2024-09,核心业务,178,万元,合并经营收入,synthetic
R13-202409-B,区域13,2024-09,试点业务,14,万元,合并经营收入,synthetic
R13-202410-A,区域13,2024-10,核心业务,181,万元,合并经营收入,synthetic
R13-202410-B,区域13,2024-10,试点业务,14,万元,合并经营收入,synthetic
R13-202411-A,区域13,2024-11,核心业务,184,万元,合并经营收入,synthetic
R13-202411-B,区域13,2024-11,试点业务,15,万元,合并经营收入,synthetic
R13-202412-A,区域13,2024-12,核心业务,187,万元,合并经营收入,synthetic
R13-202412-B,区域13,2024-12,试点业务,15,万元,合并经营收入,synthetic
R13-202501-A,区域13,2025-01,核心业务,176,万元,合并经营收入,synthetic
R13-202501-B,区域13,2025-01,试点业务,15,万元,合并经营收入,synthetic
R13-202502-A,区域13,2025-02,核心业务,179,万元,合并经营收入,synthetic
R13-202502-B,区域13,2025-02,试点业务,16,万元,合并经营收入,synthetic
R13-202503-A,区域13,2025-03,核心业务,182,万元,合并经营收入,synthetic
R13-202503-B,区域13,2025-03,试点业务,16,万元,合并经营收入,synthetic
R13-202504-A,区域13,2025-04,核心业务,186,万元,合并经营收入,synthetic
R13-202504-B,区域13,2025-04,试点业务,16,万元,合并经营收入,synthetic
R13-202505-A,区域13,2025-05,核心业务,189,万元,合并经营收入,synthetic
R13-202505-B,区域13,2025-05,试点业务,17,万元,合并经营收入,synthetic
R13-202506-A,区域13,2025-06,核心业务,193,万元,合并经营收入,synthetic
R13-202506-B,区域13,2025-06,试点业务,17,万元,合并经营收入,synthetic
R13-202507-A,区域13,2025-07,核心业务,196,万元,合并经营收入,synthetic
R13-202507-B,区域13,2025-07,试点业务,17,万元,合并经营收入,synthetic
R13-202508-A,区域13,2025-08,核心业务,200,万元,合并经营收入,synthetic
R13-202508-B,区域13,2025-08,试点业务,18,万元,合并经营收入,synthetic
R13-202509-A,区域13,2025-09,核心业务,203,万元,合并经营收入,synthetic
R13-202509-B,区域13,2025-09,试点业务,18,万元,合并经营收入,synthetic
R13-202510-A,区域13,2025-10,核心业务,206,万元,合并经营收入,synthetic
R13-202510-B,区域13,2025-10,试点业务,18,万元,合并经营收入,synthetic
R13-202511-A,区域13,2025-11,核心业务,210,万元,合并经营收入,synthetic
R13-202511-B,区域13,2025-11,试点业务,18,万元,合并经营收入,synthetic
R13-202512-A,区域13,2025-12,核心业务,213,万元,合并经营收入,synthetic
R13-202512-B,区域13,2025-12,试点业务,19,万元,合并经营收入,synthetic
R14-202401-A,区域14,2024-01,核心业务,161,万元,合并经营收入,synthetic
R14-202401-B,区域14,2024-01,试点业务,13,万元,合并经营收入,synthetic
R14-202402-A,区域14,2024-02,核心业务,164,万元,合并经营收入,synthetic
R14-202402-B,区域14,2024-02,试点业务,13,万元,合并经营收入,synthetic
R14-202403-A,区域14,2024-03,核心业务,167,万元,合并经营收入,synthetic
R14-202403-B,区域14,2024-03,试点业务,13,万元,合并经营收入,synthetic
R14-202404-A,区域14,2024-04,核心业务,170,万元,合并经营收入,synthetic
R14-202404-B,区域14,2024-04,试点业务,14,万元,合并经营收入,synthetic
R14-202405-A,区域14,2024-05,核心业务,173,万元,合并经营收入,synthetic
R14-202405-B,区域14,2024-05,试点业务,14,万元,合并经营收入,synthetic
R14-202406-A,区域14,2024-06,核心业务,176,万元,合并经营收入,synthetic
R14-202406-B,区域14,2024-06,试点业务,14,万元,合并经营收入,synthetic
R14-202407-A,区域14,2024-07,核心业务,179,万元,合并经营收入,synthetic
R14-202407-B,区域14,2024-07,试点业务,14,万元,合并经营收入,synthetic
R14-202408-A,区域14,2024-08,核心业务,182,万元,合并经营收入,synthetic
R14-202408-B,区域14,2024-08,试点业务,15,万元,合并经营收入,synthetic
R14-202409-A,区域14,2024-09,核心业务,185,万元,合并经营收入,synthetic
R14-202409-B,区域14,2024-09,试点业务,15,万元,合并经营收入,synthetic
R14-202410-A,区域14,2024-10,核心业务,188,万元,合并经营收入,synthetic
R14-202410-B,区域14,2024-10,试点业务,15,万元,合并经营收入,synthetic
R14-202411-A,区域14,2024-11,核心业务,191,万元,合并经营收入,synthetic
R14-202411-B,区域14,2024-11,试点业务,15,万元,合并经营收入,synthetic
R14-202412-A,区域14,2024-12,核心业务,194,万元,合并经营收入,synthetic
R14-202412-B,区域14,2024-12,试点业务,16,万元,合并经营收入,synthetic
R14-202501-A,区域14,2025-01,核心业务,150,万元,合并经营收入,synthetic
R14-202501-B,区域14,2025-01,试点业务,16,万元,合并经营收入,synthetic
R14-202502-A,区域14,2025-02,核心业务,153,万元,合并经营收入,synthetic
R14-202502-B,区域14,2025-02,试点业务,16,万元,合并经营收入,synthetic
R14-202503-A,区域14,2025-03,核心业务,155,万元,合并经营收入,synthetic
R14-202503-B,区域14,2025-03,试点业务,17,万元,合并经营收入,synthetic
R14-202504-A,区域14,2025-04,核心业务,158,万元,合并经营收入,synthetic
R14-202504-B,区域14,2025-04,试点业务,17,万元,合并经营收入,synthetic
R14-202505-A,区域14,2025-05,核心业务,161,万元,合并经营收入,synthetic
R14-202505-B,区域14,2025-05,试点业务,17,万元,合并经营收入,synthetic
R14-202506-A,区域14,2025-06,核心业务,164,万元,合并经营收入,synthetic
R14-202506-B,区域14,2025-06,试点业务,18,万元,合并经营收入,synthetic
R14-202507-A,区域14,2025-07,核心业务,166,万元,合并经营收入,synthetic
R14-202507-B,区域14,2025-07,试点业务,18,万元,合并经营收入,synthetic
R14-202508-A,区域14,2025-08,核心业务,169,万元,合并经营收入,synthetic
R14-202508-B,区域14,2025-08,试点业务,18,万元,合并经营收入,synthetic
R14-202509-A,区域14,2025-09,核心业务,172,万元,合并经营收入,synthetic
R14-202509-B,区域14,2025-09,试点业务,19,万元,合并经营收入,synthetic
R14-202510-A,区域14,2025-10,核心业务,175,万元,合并经营收入,synthetic
R14-202510-B,区域14,2025-10,试点业务,19,万元,合并经营收入,synthetic
R14-202511-A,区域14,2025-11,核心业务,178,万元,合并经营收入,synthetic
R14-202511-B,区域14,2025-11,试点业务,19,万元,合并经营收入,synthetic
R14-202512-A,区域14,2025-12,核心业务,180,万元,合并经营收入,synthetic
R14-202512-B,区域14,2025-12,试点业务,19,万元,合并经营收入,synthetic
R15-202401-A,区域15,2024-01,核心业务,168,万元,合并经营收入,synthetic
R15-202401-B,区域15,2024-01,试点业务,13,万元,合并经营收入,synthetic
R15-202402-A,区域15,2024-02,核心业务,171,万元,合并经营收入,synthetic
R15-202402-B,区域15,2024-02,试点业务,14,万元,合并经营收入,synthetic
R15-202403-A,区域15,2024-03,核心业务,174,万元,合并经营收入,synthetic
R15-202403-B,区域15,2024-03,试点业务,14,万元,合并经营收入,synthetic
R15-202404-A,区域15,2024-04,核心业务,177,万元,合并经营收入,synthetic
R15-202404-B,区域15,2024-04,试点业务,14,万元,合并经营收入,synthetic
R15-202405-A,区域15,2024-05,核心业务,180,万元,合并经营收入,synthetic
R15-202405-B,区域15,2024-05,试点业务,14,万元,合并经营收入,synthetic
R15-202406-A,区域15,2024-06,核心业务,183,万元,合并经营收入,synthetic
R15-202406-B,区域15,2024-06,试点业务,15,万元,合并经营收入,synthetic
R15-202407-A,区域15,2024-07,核心业务,186,万元,合并经营收入,synthetic
R15-202407-B,区域15,2024-07,试点业务,15,万元,合并经营收入,synthetic
R15-202408-A,区域15,2024-08,核心业务,189,万元,合并经营收入,synthetic
R15-202408-B,区域15,2024-08,试点业务,15,万元,合并经营收入,synthetic
R15-202409-A,区域15,2024-09,核心业务,192,万元,合并经营收入,synthetic
R15-202409-B,区域15,2024-09,试点业务,15,万元,合并经营收入,synthetic
R15-202410-A,区域15,2024-10,核心业务,195,万元,合并经营收入,synthetic
R15-202410-B,区域15,2024-10,试点业务,16,万元,合并经营收入,synthetic
R15-202411-A,区域15,2024-11,核心业务,198,万元,合并经营收入,synthetic
R15-202411-B,区域15,2024-11,试点业务,16,万元,合并经营收入,synthetic
R15-202412-A,区域15,2024-12,核心业务,201,万元,合并经营收入,synthetic
R15-202412-B,区域15,2024-12,试点业务,16,万元,合并经营收入,synthetic
R15-202501-A,区域15,2025-01,核心业务,162,万元,合并经营收入,synthetic
R15-202501-B,区域15,2025-01,试点业务,17,万元,合并经营收入,synthetic
R15-202502-A,区域15,2025-02,核心业务,165,万元,合并经营收入,synthetic
R15-202502-B,区域15,2025-02,试点业务,17,万元,合并经营收入,synthetic
R15-202503-A,区域15,2025-03,核心业务,168,万元,合并经营收入,synthetic
R15-202503-B,区域15,2025-03,试点业务,17,万元,合并经营收入,synthetic
R15-202504-A,区域15,2025-04,核心业务,171,万元,合并经营收入,synthetic
R15-202504-B,区域15,2025-04,试点业务,18,万元,合并经营收入,synthetic
R15-202505-A,区域15,2025-05,核心业务,174,万元,合并经营收入,synthetic
R15-202505-B,区域15,2025-05,试点业务,18,万元,合并经营收入,synthetic
R15-202506-A,区域15,2025-06,核心业务,177,万元,合并经营收入,synthetic
R15-202506-B,区域15,2025-06,试点业务,18,万元,合并经营收入,synthetic
R15-202507-A,区域15,2025-07,核心业务,179,万元,合并经营收入,synthetic
R15-202507-B,区域15,2025-07,试点业务,19,万元,合并经营收入,synthetic
R15-202508-A,区域15,2025-08,核心业务,182,万元,合并经营收入,synthetic
R15-202508-B,区域15,2025-08,试点业务,19,万元,合并经营收入,synthetic
R15-202509-A,区域15,2025-09,核心业务,185,万元,合并经营收入,synthetic
R15-202509-B,区域15,2025-09,试点业务,19,万元,合并经营收入,synthetic
R15-202510-A,区域15,2025-10,核心业务,188,万元,合并经营收入,synthetic
